Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Device_Type,Location,Balance_Before,Balance_After,Transaction_Time
T01337,U378,4349,UPI,Mobile,,2434,-1915,25:61
T01338,U178,₹818,UPI,Laptop,Bangalore,,9277,04:20
T01339,U716,,Credit Card,Laptop,Kolkata,5157,3547,04:49
T01340,U670,649156,UPI,Laptop,Bangalore,,,25:61
T01341,U437,₹3326,UPI,Laptop,Kolkata,9582,,25:61
T01342,U863,647722,UPI,,Bangalore,10217,-637505,04:16
T01343,U868,abc,Credit Card,Tablet,Chennai,8364,,25:61
T01344,U910,898608,Credit Card,Laptop,Chennai,,7233,25:61
T01345,U842,461867,Debit Card,,,,15769,03:17
T01346,U138,,Debit Card,Mobile,Mumbai,11464,,02:15
T01347,U852,₹2032,Transfer,Laptop,,,,19:00
T01348,U441,,Debit Card,Laptop,Kolkata,,15388,05:49
T01349,U356,₹451,UPI,Tablet,Bangalore,19521,17906,25:61
T01350,U535,,Debit Card,Mobile,Mumbai,,,25:61
T01351,U594,₹3708,Transfer,Desktop,Kolkata,,,25:61
T01352,U452,abc,Card,Tablet,Bangalore,2988,16091,25:61
T01353,U146,,UPI,Desktop,Mumbai,,,25:61
T01354,U164,₹3596,Card,Mobile,Bangalore,,,25:61
T01355,U832,176545,Transfer,Tablet,Delhi,17932,-158613,18:59
T01356,U795,,Transfer,,Bangalore,,4819,08:01
T01357,U112,abc,Credit Card,Desktop,,,,12:25
T01358,U355,abc,Transfer,Mobile,Bangalore,,,25:61
T01359,U511,612277,UPI,Laptop,Chennai,,,25:61
T01360,U879,abc,Credit Card,,Kolkata,,,08:26
T01361,U293,2348,Debit Card,Mobile,Mumbai,5924,3576,25:61
T01362,U443,349427,Card,Laptop,Kolkata,,,01:53
T01363,U721,,UPI,Tablet,,,,06:24
T01364,U762,,UPI,,Delhi,5214,,25:61
T01365,U614,₹4955,Credit Card,,Mumbai,14459,,25:61
T01366,U626,,Card,,Chennai,,,25:61
T01367,U385,₹2788,Debit Card,Laptop,Chennai,,,25:61
T01368,U414,354918,Transfer,Laptop,Kolkata,7219,-347699,25:61
T01369,U563,abc,UPI,Laptop,Kolkata,17307,,25:61
T01370,U975,abc,Debit Card,,,,,16:45
T01371,U935,823470,Card,Tablet,Mumbai,1697,-821773,08:27
T01372,U656,748894,Transfer,Desktop,Kolkata,,,25:61
T01373,U538,349144,UPI,Tablet,Chennai,,12698,25:61
T01374,U970,₹3087,Debit Card,Desktop,Mumbai,,,25:61
T01375,U793,,Debit Card,,Chennai,,,15:17
T01376,U754,₹4786,Debit Card,Laptop,Delhi,,11232,23:21
T01377,U433,₹3316,Credit Card,Laptop,Bangalore,17466,,25:61
T01378,U473,678534,Card,Laptop,Bangalore,,,25:61
T01379,U649,₹4382,Card,Laptop,Kolkata,,15396,00:21
T01380,U286,349404,Transfer,,,,,00:18
T01381,U892,abc,Card,Laptop,Kolkata,,6230,25:61
T01382,U621,abc,Credit Card,Mobile,Chennai,3295,11285,11:30
T01383,U609,₹4826,Transfer,Laptop,Kolkata,1358,,25:61
T01384,U476,,UPI,Desktop,Bangalore,,17570,25:61
T01385,U947,,Debit Card,,Mumbai,,1396,25:61
T01386,U759,abc,UPI,,Kolkata,,,25:61
T01387,U710,,Transfer,,Chennai,2950,6258,25:61
T01388,U993,abc,Card,Tablet,,,,25:61
T01389,U700,abc,Debit Card,,Chennai,,,21:37
T01390,U579,₹3128,Credit Card,Desktop,Mumbai,,9195,06:20
T01391,U178,₹1634,Credit Card,Mobile,Chennai,8017,,17:36
T01392,U744,₹2690,Credit Card,Laptop,Delhi,,18618,25:61
T01393,U557,710702,Credit Card,,,13707,-696995,25:61
T01394,U602,1186,Card,Tablet,,1434,248,00:00
T01395,U516,₹3356,Debit Card,,,10019,-1138,25:61
T01396,U577,1167,UPI,,Delhi,,,16:49
T01397,U527,₹1683,Card,Desktop,Mumbai,,18670,00:47
T01398,U206,,Transfer,Laptop,Chennai,,,04:03
T01399,U965,,Transfer,Mobile,Mumbai,,,12:06
T01400,U365,abc,UPI,Mobile,,,,25:61
T01401,U584,827071,Transfer,,Delhi,1085,-825986,25:61
T01402,U893,3850,Debit Card,Tablet,Mumbai,,,11:03
T01403,U697,1069,Transfer,Mobile,Delhi,,,08:53
T01404,U187,,Card,Desktop,Delhi,3363,,25:61
T01405,U279,2257,Transfer,Tablet,Chennai,,3375,25:61
T01406,U557,1955,Card,,Chennai,,318,25:61
T01407,U960,₹4857,Card,Mobile,Bangalore,18127,,25:61
T01408,U151,₹2277,Credit Card,Laptop,Mumbai,,412,25:61
T01409,U444,,UPI,,Delhi,,,05:10
T01410,U866,abc,Transfer,Tablet,Kolkata,11247,5737,25:61
T01411,U455,₹1203,Card,Mobile,,,,17:12
T01412,U552,,Credit Card,Mobile,Kolkata,3152,,25:61
T01413,U982,abc,Debit Card,Mobile,,10082,,19:09
T01414,U520,4530,Card,Laptop,Bangalore,6007,1477,20:01
T01415,U129,abc,Card,,Bangalore,13007,,12:25
T01416,U786,₹338,UPI,Laptop,Chennai,12521,,25:61
T01417,U731,,Credit Card,Laptop,Kolkata,5338,,22:22
T01418,U747,abc,Credit Card,,Mumbai,12552,-1872,25:61
T01419,U697,₹2985,Credit Card,Laptop,Bangalore,,,25:61
T01420,U952,₹4177,Card,Laptop,Kolkata,,,25:61
T01421,U651,1112,Card,Desktop,,,,13:47
T01422,U291,4090,Card,Laptop,,,,25:61
T01423,U941,abc,Transfer,Tablet,Bangalore,,,14:39
T01424,U305,29212,UPI,Mobile,Mumbai,7957,-21255,04:18
T01425,U412,705487,Card,Mobile,Mumbai,,14334,25:61
T01426,U183,783465,Credit Card,,,,,18:53
T01427,U826,abc,Credit Card,,,,,25:61
T01428,U127,₹844,Debit Card,Laptop,,,,25:61
T01429,U437,abc,Credit Card,,,9470,,12:00
T01430,U887,,Transfer,Desktop,Mumbai,9897,,25:61
T01431,U491,3121,Credit Card,Tablet,Chennai,,,13:55
T01432,U188,abc,Debit Card,,,,7033,25:61
T01433,U175,52292,Card,Desktop,,,,23:03
T01434,U738,760976,Card,Tablet,Delhi,,,05:58
T01435,U970,₹2875,Card,Tablet,Delhi,,,12:35
T01436,U797,₹3629,Debit Card,Desktop,,,,25:61
T01437,U385,3294,Card,Desktop,Delhi,,12234,25:61
T01438,U590,647011,Credit Card,,Mumbai,,,06:26
T01439,U697,4673,Credit Card,Mobile,Mumbai,,1562,22:31
T01440,U318,958,Credit Card,Desktop,Mumbai,,,25:61
T01441,U330,₹4854,Card,,Mumbai,3022,-1495,25:61
T01442,U995,,UPI,,Delhi,15799,,25:61
T01443,U801,,UPI,Mobile,Kolkata,,,25:61
T01444,U439,,Card,Laptop,Chennai,,,15:49
T01445,U421,₹2270,Credit Card,Mobile,Kolkata,,-291,10:54
T01446,U291,275982,Card,Tablet,,,,11:34
T01447,U661,797369,Card,Laptop,Kolkata,,8498,20:43
T01448,U600,,Transfer,Laptop,Bangalore,19756,,15:32
T01449,U956,,UPI,Mobile,Bangalore,,,25:61
T01450,U966,648415,Transfer,,Kolkata,,11901,25:61
T01451,U424,598,Transfer,Mobile,Mumbai,,,25:61
T01452,U261,₹2631,Transfer,Tablet,Delhi,12398,17215,25:61
T01453,U371,₹3170,Credit Card,Desktop,Chennai,17191,4801,25:61
T01454,U873,,UPI,,Bangalore,,15855,08:12
T01455,U522,699,Credit Card,Desktop,Kolkata,,,25:61
T01456,U574,abc,Credit Card,Desktop,Delhi,,,25:61
T01457,U917,,Debit Card,Tablet,Chennai,,,10:39
T01458,U230,389322,Transfer,Tablet,Kolkata,8302,-381020,25:61
T01459,U275,963663,Debit Card,,Mumbai,,,25:61
T01460,U555,abc,Credit Card,Laptop,Chennai,,,13:59
T01461,U320,3214,Debit Card,Desktop,Bangalore,,,17:32
T01462,U131,₹4047,Card,Desktop,Kolkata,,17290,06:39
T01463,U298,,Card,Tablet,Chennai,,1807,10:03
T01464,U280,abc,Card,Desktop,,,,05:36
T01465,U319,1265,Card,Tablet,Mumbai,,,25:61
T01466,U399,2051,Transfer,,Delhi,13669,11618,10:46
T01467,U403,480302,Debit Card,,Bangalore,,,25:61
T01468,U982,abc,Transfer,Tablet,Kolkata,,5691,09:36
T01469,U126,₹1756,Transfer,Desktop,,,,19:14
T01470,U578,,Transfer,Laptop,Chennai,,,16:49
T01471,U593,902331,UPI,Mobile,Chennai,,,06:59
T01472,U136,,UPI,Desktop,Bangalore,,19424,25:61
T01473,U920,abc,Transfer,Mobile,Delhi,9372,5893,19:03
T01474,U118,595554,Transfer,Laptop,,12407,-583147,25:61
T01475,U643,abc,Credit Card,Tablet,Mumbai,9717,,09:13
T01476,U833,3231,Card,Laptop,Mumbai,,,12:05
T01477,U924,abc,Transfer,,Bangalore,,,15:13
T01478,U842,₹4934,Debit Card,Mobile,Kolkata,,,25:61
T01479,U967,,Transfer,Laptop,Bangalore,,,25:61
T01480,U573,663947,Debit Card,Desktop,Chennai,6377,-657570,16:44
T01481,U919,,UPI,,Kolkata,,,05:41
T01482,U862,,Credit Card,,Bangalore,12404,,25:61
T01483,U123,₹4422,Credit Card,Tablet,Chennai,,,01:43
T01484,U765,₹2817,Credit Card,,,,,12:39
T01485,U630,80423,UPI,,Delhi,,,25:61
T01486,U485,4278,UPI,Laptop,Kolkata,3938,-340,01:35
T01487,U730,110701,Transfer,,,5301,-105400,25:61
T01488,U700,761264,Debit Card,Tablet,Kolkata,,17076,25:61
T01489,U900,2365,Card,Laptop,Bangalore,12108,9743,21:47
T01490,U996,1437,Transfer,Laptop,Delhi,,,05:33
T01491,U524,₹3425,Transfer,Desktop,Chennai,,,04:29
T01492,U662,939778,Card,Laptop,Mumbai,,,25:61
T01493,U521,1698,Debit Card,Desktop,,,,04:52
T01494,U669,2454,Debit Card,,Kolkata,3387,933,25:61
T01495,U723,199446,Debit Card,Mobile,Chennai,,,25:61
T01496,U414,₹767,Transfer,Desktop,Delhi,,-1181,25:61
T01497,U777,2551,Debit Card,,Mumbai,,,09:23
T01498,U694,740283,Transfer,Mobile,,,,25:61
T01499,U112,,Debit Card,Tablet,Mumbai,,5208,08:19
T01500,U735,abc,Debit Card,Laptop,Mumbai,,,20:19
T01501,U249,abc,Debit Card,Mobile,Mumbai,9170,7566,00:46
T01502,U899,abc,Debit Card,Laptop,Kolkata,,,25:61
T01503,U105,₹2359,UPI,,Kolkata,,,06:22
T01504,U916,₹1099,Debit Card,Laptop,,,,25:61
T01505,U316,441711,UPI,Mobile,Kolkata,6752,-434959,11:55
T01506,U416,₹141,Card,Tablet,Chennai,,,25:61
T01507,U868,₹4435,Credit Card,Tablet,Chennai,4221,,23:19
T01508,U212,,UPI,Desktop,,3136,19541,11:24
T01509,U892,957086,UPI,,Chennai,11446,-945640,23:59
T01510,U635,₹3802,Card,,Bangalore,2101,,25:61
T01511,U934,abc,Debit Card,Laptop,Bangalore,19910,18455,02:13
T01512,U527,abc,Transfer,,Mumbai,,,25:61
T01513,U934,₹4505,Credit Card,Mobile,Chennai,,,08:07
T01514,U717,1021,Card,Laptop,Mumbai,,,25:61
T01515,U959,abc,Transfer,Tablet,Chennai,,-271,14:31
T01516,U648,abc,Card,Laptop,Kolkata,11844,13411,25:61
T01517,U795,579932,Transfer,,Mumbai,7432,-572500,25:61
T01518,U849,,UPI,Desktop,Delhi,17892,19371,12:28
T01519,U441,1214,UPI,Desktop,Bangalore,9014,7800,02:02
T01520,U342,2612,Card,Mobile,Chennai,,,08:26
T01521,U529,452064,Debit Card,Desktop,,5170,-446894,25:61
T01522,U138,979357,Debit Card,Mobile,Bangalore,,16997,18:03
T01523,U739,3159,UPI,Tablet,Kolkata,,6669,11:51
T01524,U300,967809,Debit Card,Tablet,Kolkata,,,25:61
T01525,U758,4301,Debit Card,Tablet,Kolkata,10166,5865,25:61
T01526,U712,4214,Card,Mobile,,,,09:45
T01527,U308,975,UPI,Desktop,Delhi,,,25:61
T01528,U377,3477,UPI,Tablet,Delhi,,8718,16:14
T01529,U475,773202,Debit Card,,Bangalore,,,25:61
T01530,U901,,Transfer,,Bangalore,5863,,22:23
T01531,U415,₹3542,UPI,Mobile,Bangalore,,,25:61
T01532,U233,,Card,Tablet,Chennai,,17514,18:21
T01533,U341,abc,Card,Tablet,Delhi,,8349,05:15
T01534,U929,677756,UPI,Tablet,Kolkata,,,12:58
T01535,U358,₹1958,UPI,,Chennai,6318,10861,08:11
T01536,U783,,Debit Card,Mobile,Delhi,,,25:61
T01537,U447,609,Transfer,Tablet,Mumbai,,16812,16:15
T01538,U399,362305,Transfer,,Kolkata,17986,-344319,25:61
T01539,U348,₹4550,Transfer,Mobile,Mumbai,,-3812,12:47
T01540,U781,767074,Debit Card,Tablet,Delhi,,,11:29
T01541,U795,₹1832,Debit Card,Laptop,Chennai,,9436,25:61
T01542,U853,76799,UPI,Laptop,Mumbai,17097,-59702,18:32
T01543,U744,,Transfer,Laptop,Kolkata,,18103,22:49
T01544,U651,169070,Debit Card,Tablet,Chennai,,,20:37
T01545,U398,335002,Transfer,Desktop,Delhi,,,25:61
T01546,U367,₹4302,Credit Card,Desktop,Kolkata,2762,,25:61
T01547,U365,2636,Debit Card,,,10261,7625,25:61
T01548,U756,₹2674,Credit Card,Mobile,Bangalore,14020,19981,13:49
T01549,U103,598320,Debit Card,Laptop,Mumbai,,,25:61
T01550,U651,2722,Card,Desktop,Mumbai,18184,15462,05:18
T01551,U977,₹4888,Debit Card,Tablet,Chennai,18783,,04:39
T01552,U857,₹1894,Transfer,Laptop,Kolkata,,14997,09:03
T01553,U672,,Credit Card,,Bangalore,,,25:61
T01554,U153,663393,Credit Card,Desktop,,18122,-645271,25:61
T01555,U475,317359,Card,Laptop,Kolkata,,,03:42
T01556,U894,₹927,Transfer,Desktop,Kolkata,13554,,04:02
T01557,U405,,Transfer,Desktop,Kolkata,,-572,12:27
T01558,U867,₹1877,Transfer,Desktop,Bangalore,,,06:27
T01559,U811,,Credit Card,,Mumbai,15692,,16:46
T01560,U756,₹2212,Transfer,Tablet,,,15580,14:14
T01561,U666,594968,Transfer,,Delhi,9587,-585381,25:61
T01562,U821,,Credit Card,Tablet,Chennai,9620,18944,25:61
T01563,U915,,Transfer,,Bangalore,4345,,25:61
T01564,U526,₹4165,Card,Tablet,Mumbai,,,25:61
T01565,U237,,Card,Mobile,Delhi,,,25:61
T01566,U185,455931,Transfer,Tablet,Delhi,6110,-449821,02:03
T01567,U121,,UPI,Desktop,Mumbai,6452,14236,25:61
T01568,U619,,Credit Card,Laptop,Bangalore,,18607,05:33
T01569,U891,₹4472,Debit Card,Mobile,Delhi,,,25:61
T01570,U125,,Card,,Mumbai,5290,,19:01
T01571,U369,346897,Transfer,Desktop,Kolkata,1976,-344921,25:61
T01572,U561,878219,Credit Card,Laptop,,,,20:39
T01573,U536,846224,UPI,Desktop,Mumbai,,,12:01
T01574,U355,27187,Credit Card,Desktop,Delhi,,17847,10:44
T01575,U343,1880,Credit Card,Laptop,Delhi,16510,14630,25:61
T01576,U405,abc,Transfer,Laptop,Mumbai,,11950,25:61
T01577,U572,,Credit Card,,Kolkata,18728,,04:21
T01578,U740,3060,Card,Mobile,Kolkata,,8955,07:53
T01579,U821,abc,Card,Mobile,Mumbai,,-1094,25:61
T01580,U326,197503,UPI,Tablet,Mumbai,,,15:41
T01581,U318,₹2546,Transfer,,Chennai,,-1007,12:27
T01582,U530,,UPI,Laptop,,,,19:47
T01583,U701,₹3597,UPI,Laptop,,,,15:24
T01584,U240,₹4905,UPI,Laptop,Bangalore,,,25:61
T01585,U210,,Card,,Chennai,,,25:61
T01586,U537,4216,UPI,Mobile,Bangalore,,,09:59
T01587,U971,,UPI,Laptop,Kolkata,11656,,22:19
T01588,U387,873374,Transfer,Mobile,,3929,-869445,25:61
T01589,U118,4596,Card,Mobile,Chennai,,,21:49
T01590,U849,3048,UPI,Desktop,Mumbai,,,15:39
T01591,U393,826,Transfer,Tablet,Mumbai,15016,14190,25:61
T01592,U944,3084,Debit Card,Desktop,Chennai,,,05:59
T01593,U540,abc,Transfer,Desktop,Chennai,,17695,25:61
T01594,U899,₹1321,Credit Card,Laptop,,,-2811,25:61
T01595,U546,,Debit Card,Laptop,Chennai,8932,,25:61
T01596,U245,2585,Card,,Mumbai,,,25:61
T01597,U530,,Debit Card,Tablet,,,12404,02:27
T01598,U982,3293,Card,Tablet,Chennai,18020,14727,11:52
T01599,U666,508294,Debit Card,Mobile,Kolkata,,11638,25:61
T01600,U230,2188,Credit Card,Tablet,Delhi,,,23:51
T01601,U629,385300,UPI,Mobile,Bangalore,5047,-380253,25:61
T01602,U705,abc,Debit Card,Tablet,Kolkata,16675,,25:61
T01603,U835,₹1874,UPI,Tablet,Bangalore,2804,,25:61
T01604,U351,1617,Debit Card,,,,,25:61
T01605,U569,abc,Debit Card,Laptop,Bangalore,17538,,25:61
T01606,U689,442,Debit Card,Desktop,,,8566,25:61
T01607,U600,₹4887,Transfer,,Mumbai,,,25:61
T01608,U243,1556,Card,,Chennai,,17230,14:50
T01609,U450,abc,Credit Card,Laptop,Kolkata,4645,,25:61
T01610,U208,abc,Credit Card,,Bangalore,,6855,25:61
T01611,U456,,Credit Card,Desktop,Delhi,,,12:34
T01612,U719,805,Credit Card,Laptop,Chennai,1042,237,25:61
T01613,U385,1946,Transfer,Laptop,Bangalore,5587,3641,15:28
T01614,U783,185402,Card,Laptop,,,,04:24
T01615,U498,4491,UPI,Desktop,Delhi,4385,-106,03:05
T01616,U468,,UPI,Tablet,Chennai,8520,15314,25:61
T01617,U782,,Credit Card,Tablet,Delhi,12653,18278,25:61
T01618,U203,581904,Debit Card,,Delhi,19951,-561953,25:61
T01619,U391,abc,Transfer,Desktop,Bangalore,,,25:61
T01620,U494,abc,Transfer,Tablet,,,,25:61
T01621,U363,abc,Transfer,,Delhi,,,19:11
T01622,U839,₹2725,UPI,Tablet,,,,25:61
T01623,U232,,Card,Laptop,Bangalore,,19586,00:51
T01624,U368,₹4841,UPI,Tablet,Delhi,,,17:08
T01625,U527,3475,Debit Card,Tablet,Mumbai,,17025,25:61
T01626,U147,,Debit Card,,Delhi,,14118,25:61
T01627,U261,abc,UPI,Tablet,Kolkata,,,17:10
T01628,U577,₹2457,Transfer,Tablet,Delhi,,,25:61
T01629,U783,67,Credit Card,Desktop,Bangalore,,,16:27
T01630,U907,,Debit Card,,Bangalore,,,18:17
T01631,U855,4978,Debit Card,,Delhi,,-2254,25:61
T01632,U959,148,Debit Card,Desktop,Delhi,10137,9989,02:37
T01633,U725,,UPI,Laptop,Bangalore,,,25:61
T01634,U240,abc,Card,Desktop,Bangalore,,,25:61
T01635,U793,abc,Credit Card,,Bangalore,,,25:61
T01636,U706,abc,Debit Card,Mobile,Mumbai,2897,,00:54
T01637,U946,abc,Transfer,Laptop,Bangalore,,,21:19
T01638,U525,₹3290,Debit Card,Desktop,,,,17:06
T01639,U311,abc,UPI,Mobile,Mumbai,,,07:37
T01640,U966,abc,Transfer,,Delhi,1952,,03:41
T01641,U335,₹3059,UPI,Desktop,Bangalore,2412,,25:61
T01642,U752,₹719,Credit Card,Desktop,,,,25:61
T01643,U621,,Credit Card,Laptop,Delhi,,,15:11
T01644,U556,₹743,Card,Laptop,Bangalore,,13504,23:00
T01645,U369,4338,Card,Tablet,Chennai,,,18:35
T01646,U137,abc,UPI,Desktop,Delhi,8708,18844,25:61
T01647,U885,488147,Card,Desktop,,,,25:61
T01648,U960,3661,Transfer,,Mumbai,,7320,08:24
T01649,U344,403135,Credit Card,Tablet,Bangalore,,,25:61
T01650,U256,555376,UPI,Laptop,Mumbai,15397,-539979,03:41
T01651,U625,748005,Debit Card,Laptop,Kolkata,5016,-742989,25:61
T01652,U942,973880,Transfer,Tablet,Bangalore,7510,-966370,10:04
T01653,U812,543017,Debit Card,Desktop,Mumbai,,,13:49
T01654,U495,₹2958,UPI,Laptop,Mumbai,,11904,25:61
T01655,U853,abc,Transfer,Desktop,Delhi,,,17:47
T01656,U580,₹3901,Card,,Chennai,,-565,25:61
T01657,U873,₹4407,Transfer,Desktop,Delhi,18478,,11:41
T01658,U640,2047,Card,Desktop,Chennai,,2878,25:61
T01659,U718,4930,Credit Card,Tablet,,,,17:32
T01660,U393,3269,Transfer,Tablet,Bangalore,16838,13569,10:41
T01661,U606,3641,Card,Desktop,Delhi,,,25:61
T01662,U474,150355,Transfer,,Delhi,,12448,25:61
T01663,U963,149792,UPI,Desktop,Kolkata,,,25:61
T01664,U208,abc,UPI,,Kolkata,4741,8234,20:33
T01665,U757,206416,Debit Card,,Bangalore,6919,-199497,25:61
T01666,U532,abc,Transfer,Desktop,,,,07:25
T01667,U363,39602,Card,Mobile,Kolkata,5561,-34041,07:17
T01668,U786,₹2991,Card,,Bangalore,9598,-4797,00:28
T01669,U192,1682,Card,Laptop,Kolkata,,,06:53
T01670,U577,abc,Credit Card,Tablet,Chennai,,11635,22:24
T01671,U662,abc,Card,Desktop,Bangalore,,,25:61
T01672,U265,,Transfer,Laptop,Delhi,,,25:61
T01673,U934,197433,Debit Card,Tablet,Kolkata,,,25:61
T01674,U112,83268,UPI,Laptop,Mumbai,,,25:61
T01675,U155,₹4334,Transfer,Mobile,Bangalore,5166,,25:61
T01676,U913,₹459,UPI,,Chennai,2153,,18:03
T01677,U652,1370,Transfer,Laptop,Delhi,,,15:16
T01678,U287,,Transfer,Tablet,Delhi,,372,25:61
T01679,U473,,UPI,Tablet,Kolkata,,,06:10
T01680,U369,4009,Card,Tablet,Mumbai,14804,10795,06:10
T01681,U652,668559,UPI,Desktop,Mumbai,,3968,25:61
T01682,U887,,Debit Card,Desktop,Chennai,,585,25:61
T01683,U845,abc,Credit Card,Mobile,Delhi,,,00:10
T01684,U624,₹765,Credit Card,Desktop,Chennai,9249,,17:56
T01685,U740,abc,Debit Card,Laptop,Mumbai,,18128,19:42
T01686,U493,abc,Card,Desktop,Delhi,3104,,25:61
T01687,U945,abc,Debit Card,Mobile,Kolkata,,6410,25:61
T01688,U388,₹146,Card,Mobile,,17510,,25:61
T01689,U658,,UPI,,,,,25:61
T01690,U673,abc,Card,Mobile,Mumbai,5207,1330,25:61
T01691,U690,₹4887,Credit Card,Desktop,Kolkata,4643,,23:38
T01692,U627,₹4567,Debit Card,,Chennai,,,16:02
T01693,U492,,Card,Laptop,Delhi,,12068,25:61
T01694,U563,4904,Card,Tablet,Bangalore,,15880,03:43
T01695,U683,86,Debit Card,Mobile,Kolkata,,,19:34
T01696,U850,,Card,Tablet,Delhi,,4107,25:61
T01697,U216,334214,Transfer,,Kolkata,,,25:61
T01698,U397,,Credit Card,Mobile,Chennai,,9077,25:61
T01699,U673,abc,Card,Laptop,Mumbai,5921,5646,25:61
T01700,U418,₹4785,Card,Laptop,Bangalore,,,25:61
T01701,U673,248,Credit Card,Laptop,Delhi,,,09:33
T01702,U540,,Debit Card,,Mumbai,,,25:61
T01703,U583,abc,Transfer,Mobile,Mumbai,8755,5401,25:61
T01704,U330,347122,Debit Card,Tablet,Bangalore,,-701,12:11
T01705,U662,abc,Card,Tablet,Chennai,,,25:61
T01706,U127,1007,Card,Tablet,Mumbai,,17580,03:24
T01707,U268,254932,Credit Card,Tablet,Bangalore,,6619,25:61
T01708,U995,2773,Transfer,,Delhi,,8248,25:61
T01709,U719,abc,UPI,Mobile,Delhi,6506,,25:61
T01710,U701,,Transfer,Mobile,Kolkata,12392,,25:61
T01711,U747,abc,Card,Laptop,Delhi,,,21:49
T01712,U265,232391,Credit Card,Desktop,Chennai,11323,-221068,07:53
T01713,U340,abc,Debit Card,Mobile,Bangalore,,12581,19:04
T01714,U963,₹4259,Transfer,Desktop,Chennai,2656,10943,02:06
T01715,U263,₹3396,Credit Card,Laptop,Delhi,18881,11384,25:61
T01716,U942,₹4644,Card,,,9506,,25:61
T01717,U727,,Card,Tablet,Kolkata,,,25:61
T01718,U804,,Transfer,Mobile,Delhi,15274,17919,08:25
T01719,U909,,Credit Card,Desktop,Bangalore,,6535,18:17
T01720,U738,abc,Debit Card,Mobile,Kolkata,8466,,03:26
T01721,U353,₹2876,Card,Tablet,Delhi,,10963,08:43
T01722,U524,abc,Credit Card,Laptop,Bangalore,,,20:13
T01723,U857,25122,Credit Card,Tablet,Delhi,,8679,25:61
T01724,U842,439223,UPI,Desktop,,,,25:61
T01725,U749,,Transfer,Tablet,Bangalore,,,05:07
T01726,U112,,Debit Card,Laptop,Chennai,,-3155,23:50
T01727,U545,₹2531,UPI,Desktop,,11870,,04:39
T01728,U518,256,UPI,Tablet,,9442,9186,25:61
T01729,U794,4077,Debit Card,Laptop,Mumbai,,,25:61
T01730,U267,₹3647,Credit Card,,Chennai,,,25:61
T01731,U851,,Transfer,Tablet,,10603,,25:61
T01732,U537,abc,UPI,Mobile,Delhi,15300,,25:61
T01733,U829,1039,Credit Card,Mobile,Bangalore,,,25:61
T01734,U443,abc,Debit Card,Mobile,Delhi,12225,,14:42
T01735,U797,,Debit Card,Mobile,Kolkata,7898,,18:38
T01736,U623,abc,Transfer,Mobile,Chennai,,,25:61
T01737,U867,506940,Credit Card,Tablet,,,,25:61
T01738,U673,abc,Card,,Delhi,,,10:12
T01739,U863,abc,Debit Card,Mobile,Delhi,,,21:31
T01740,U539,4793,UPI,Mobile,Chennai,,,13:08
T01741,U966,,Credit Card,Desktop,Mumbai,,,25:61
T01742,U936,2946,Card,Laptop,Mumbai,19286,16340,25:61
T01743,U658,₹1973,Credit Card,Laptop,Mumbai,3264,-4382,17:58
T01744,U451,575354,Card,,Bangalore,,,09:28
T01745,U882,,UPI,,Chennai,,,25:61
T01746,U443,2425,Card,,Bangalore,,,25:61
T01747,U892,1747,Card,Desktop,Mumbai,,,25:61
T01748,U286,798625,Transfer,Tablet,Kolkata,,,25:61
T01749,U760,,Debit Card,,,10349,13816,25:61
T01750,U665,230075,Debit Card,,Bangalore,,5061,25:61
T01751,U459,681244,UPI,Laptop,Chennai,7331,-673913,25:61
T01752,U472,abc,Card,Desktop,Chennai,13609,,19:50
T01753,U748,₹136,Card,,Chennai,,,25:61
T01754,U667,₹912,Credit Card,Tablet,,2230,9038,25:61
T01755,U215,327,UPI,Mobile,,,,02:05
T01756,U203,198048,Transfer,Laptop,Delhi,19821,-178227,15:58
T01757,U573,₹992,Transfer,Desktop,Delhi,,,25:61
T01758,U759,61935,Transfer,Tablet,Chennai,,,08:04
T01759,U112,abc,Credit Card,,,5466,-4206,25:61
T01760,U728,,Debit Card,Tablet,Mumbai,,19681,01:12
T01761,U350,abc,Card,Laptop,Mumbai,,19696,13:42
T01762,U856,₹4060,Credit Card,Tablet,Chennai,,,09:59
T01763,U425,2139,UPI,Laptop,,11810,9671,25:61
T01764,U144,2877,Transfer,Desktop,Bangalore,,,25:61
T01765,U336,4490,Transfer,Desktop,Mumbai,12474,7984,25:61
T01766,U360,2052,Card,,Mumbai,,,25:61
T01767,U715,,UPI,,,,,04:02
T01768,U689,abc,UPI,Laptop,,,17730,13:54
T01769,U907,abc,Card,Desktop,Bangalore,2036,6208,04:35
T01770,U848,abc,Debit Card,Tablet,,10896,,25:61
T01771,U143,1861,UPI,Laptop,Chennai,13401,11540,10:35
T01772,U368,,Transfer,Laptop,Chennai,,,03:49
T01773,U335,163356,Debit Card,Mobile,Delhi,,,22:31
T01774,U506,abc,UPI,Tablet,Kolkata,,1838,16:21
T01775,U726,abc,Credit Card,Desktop,Mumbai,8525,,25:61
T01776,U416,₹3997,Card,Tablet,Bangalore,,4537,25:61
T01777,U173,,UPI,Laptop,Mumbai,2496,19518,25:61
T01778,U379,abc,Transfer,Tablet,Chennai,10209,,06:35
T01779,U644,,UPI,,,11872,,25:61
T01780,U350,₹557,Transfer,Mobile,Delhi,,,19:00
